v1,v2,v3,v4,v5,Duration,AnswerChannel,ID,Name_Published,IP,Longitude,Latitude,Country,Province,City,Equipment,OS,Browser,ScreenResolution,v12,Pre_Prefence_Nuts,Group,Impression_Influencer,Changedproductattitude_by_Influencer,Intra_Prference_Nuts,Perceived_Valence_Comment,Changedproductattitude_by_Comment,Post_Preference_Nuts,Buy_Intention_with_Incentives,Recall_Product,Recall_Preference_Nuts,Recall_Influencer,Familiarity_Influencer,Fame_Influencer,Relevance_Influencer_Sale,Relevance_Influencer_Product,Recall_Likeness_Influencer,Recall_Likeness_Nuts,Recall_Valence_Comment,Recall_Incentives,Gender,Age,Income,ZPre_Nuts_Preference,ZFame,ZFamiliarity,ZRelevant_Influencer_Sale,ZRelevant_Influencer_Product,Changed_Product_Preference_Halo,Relevance_Influencer_Product_mean,Group_mean,int
mWLG4kez,yevKd8VM,cdm****7TN4l,2023-02-08 21:01:51,2023-02-08 21:09:37,466,1,i2AJfe,电商直播影响力研究,171.210.194.125,104.0515351,30.6585724,中国,四川省,成都市,COMPUTER,Windows,Chrome,1707px*960px,进入直播室-D主播,3,4,2,3,3,7,5,3,1,3,5,4,2,22,68,27,2,3,1,5,2,2,4,-2.74,-20.91,-1.53,8.43,-33.57,0,60.5708955223881,2.98507462686567,-34.0719536645132
ZleNkWMo,37Ko8pQ7,cdm****owkHm,2023-02-08 13:23:40,2023-02-08 13:27:08,208,1,i2AJfe,电商直播影响力研究,111.14.57.14,117.3250044,34.8111483,中国,山东省,枣庄市,COMPUTER,Windows,Chrome,1536px*864px,进入直播室-D主播,6,4,2,5,5,5,5,5,5,3,6,4,5,81,94,90,3,4,1,5,2,2,3,.26,38.09,1.47,34.43,29.43,-1,60.5708955223881,2.98507462686567,29.8683448429494
ZG7XyBL3,o7j3YvlL,cdm****FSyEf,2023-02-11 19:13:45,2023-02-11 19:15:16,91,1,i2AJfe,电商直播影响力研究,125.107.111.4,120.5876863,29.9929493,中国,浙江省,绍兴市,COMPUTER,Windows,Chrome,1280px*720px,进入直播室-D主播,6,4,3,5,3,6,5,4,5,3,3,4,2,17,65,32,3,4,1,5,2,2,5,.26,-25.91,-1.53,5.43,-28.57,-3,60.5708955223881,2.98507462686567,-28.9973267988416
a8MZAje3,xMobQ8We,cdm****8Ljkj,2023-02-11 16:32:26,2023-02-11 16:37:01,275,1,i2AJfe,电商直播影响力研究,101.228.189.198,121.4913730,31.1721960,中国,上海市,市辖区,MOBILE,iOS,WeChat,414px*896px,进入直播室-D主播,6,4,3,4,6,6,5,6,5,3,6,4,2,90,71,13,3,4,1,5,2,2,6,.26,47.09,-1.53,11.43,-47.57,0,60.5708955223881,2.98507462686567,-48.2809088883938
ZG7XE5L3,pLzKawke,cdm****4Sq8H,2023-02-10 20:51:26,2023-02-10 20:56:11,285,1,i2AJfe,电商直播影响力研究,116.169.2.89,104.6862730,31.5365250,中国,四川省,绵阳市,MOBILE,Android,WeChat,400px*889px,进入直播室-D主播,6,4,3,6,4,6,4,5,4,3,6,4,2,39,67,35,3,4,1,5,1,2,3,.26,-3.91,-1.53,7.43,-25.57,-2,60.5708955223881,2.98507462686567,-25.9525506794386
dqM618ex,J7B86qpe,cdm****GDaF1,2023-02-10 20:04:28,2023-02-10 20:07:00,152,1,i2AJfe,电商直播影响力研究,123.149.139.107,113.3103704,33.7379233,中国,河南省,平顶山市,MOBILE,Android,Chrome,360px*800px,进入直播室-D主播,5,4,3,6,5,7,5,6,5,3,6,4,2,24,80,83,2,4,1,5,2,4,5,-.74,-18.91,-1.53,20.43,22.43,0,60.5708955223881,2.98507462686567,22.7638672310091
1kMrk079,p7YxvkmM,cdm****xWBJQ,2023-02-12 15:59:47,2023-02-12 16:06:04,377,1,i2AJfe,电商直播影响力研究,171.81.244.63,113.0854890,30.3456510,中国,湖北省,省直辖县级行政区划,MOBILE,Android,Chrome,360px*770px,进入直播室-D主播,6,4,4,2,6,5,4,6,5,3,6,4,6,80,90,80,4,4,1,5,2,2,3,.26,37.09,2.47,30.43,19.43,0,60.5708955223881,2.98507462686567,19.7190911116061
6QL0lyLb,z7lbrkxe,cdm****i4OMQ,2023-02-11 14:10:52,2023-02-11 14:15:03,251,1,i2AJfe,电商直播影响力研究,118.79.241.16,112.9666660,38.4800220,中国,山西省,忻州市,MOBILE,iOS,WeChat,390px*844px,进入直播室-D主播,6,4,4,5,6,5,2,6,2,3,6,4,2,40,69,76,3,4,1,5,2,3,5,.26,-2.91,-1.53,9.43,15.43,0,60.5708955223881,2.98507462686567,15.6593896190688
qVMJEden,5Lmbw4Oe,cdm****cVFef,2023-02-11 13:49:14,2023-02-11 13:51:39,145,1,i2AJfe,电商直播影响力研究,111.14.130.22,116.5968167,35.3961037,中国,山东省,济宁市,MOBILE,Android,Chrome,360px*800px,进入直播室-D主播,5,4,4,5,5,6,5,6,6,3,6,4,3,30,70,60,3,4,1,5,1,2,3,-.74,-12.91,-.53,10.43,-.57,0,60.5708955223881,2.98507462686567,-.579416351080415
YKLOEdMk,aMgbm1ke,cdm****ZtJXb,2023-02-11 12:37:19,2023-02-11 12:42:11,292,1,i2AJfe,电商直播影响力研究,182.102.129.0,115.9191298,28.6745131,中国,江西省,南昌市,MOBILE,Android,WeChat,400px*885px,进入直播室-D主播,6,4,4,5,6,7,5,7,6,3,6,4,2,75,60,100,4,5,1,5,1,3,5,.26,32.09,-1.53,.43,39.43,0,60.5708955223881,2.98507462686567,40.0175985742927
wWMRn9M9,5LwKnY1L,cdm****dyxi2,2023-02-11 11:52:49,2023-02-11 11:55:41,172,1,i2AJfe,电商直播影响力研究,60.222.76.175,110.9757060,35.6051260,中国,山西省,运城市,MOBILE,Android,WeChat,360px*780px,进入直播室-D主播,6,4,4,4,6,7,5,6,5,3,6,4,5,70,60,50,5,6,1,5,2,2,3,.26,27.09,1.47,.43,-10.57,0,60.5708955223881,2.98507462686567,-10.7286700824237
zJ7qDGM0,0eyKjKv7,D*n,2023-02-10 17:50:10,2023-02-10 17:55:31,321,1,i2AJfe,电商直播影响力研究,158.94.64.99,-0.2297350,51.5904840, ,Barnet,Hendon,MOBILE,iOS,Apple WebKit,390px*844px,进入直播室-D主播,2,4,4,5,1,4,5,2,3,3,1,4,1,0,78,78,2,2,1,5,2,3,6,-3.74,-42.91,-2.53,18.43,17.43,-1,60.5708955223881,2.98507462686567,17.6892403653375
w5Lwvv7l,WLGdwkke,cdm****GFhZM,2023-02-10 22:00:56,2023-02-10 22:03:36,160,1,i2AJfe,电商直播影响力研究,112.9.184.38,120.4043251,36.1139435,中国,山东省,青岛市,COMPUTER,Windows,Chrome,1280px*800px,进入直播室-D主播,5,4,4,5,5,7,6,6,6,3,5,4,5,30,80,78,4,5,1,5,2,2,5,-.74,-12.91,1.47,20.43,17.43,0,60.5708955223881,2.98507462686567,17.6892403653375
Kme3pEMO,BepK3OxL,cdm****dbCyn,2023-02-10 19:38:31,2023-02-10 19:41:09,158,1,i2AJfe,电商直播影响力研究,218.12.19.4,114.5054340,38.0430537,中国,河北省,石家庄市,MOBILE,Android,Chrome,360px*800px,进入直播室-D主播,6,4,4,6,6,5,5,6,5,3,6,4,2,0,64,51,3,6,1,5,1,2,3,.26,-42.91,-1.53,4.43,-9.57,0,60.5708955223881,2.98507462686567,-9.71374470928937
nxLV6pLY,Ke5ZpzKM,cdm****1FgJS,2023-02-10 19:14:58,2023-02-10 19:17:36,158,1,i2AJfe,电商直播影响力研究,202.113.189.173,117.2157365,39.1304422,中国,天津市,市辖区,MOBILE,Android,WeChat,400px*889px,进入直播室-D主播,5,4,4,4,5,6,5,5,5,3,5,4,2,35,87,89,4,5,1,5,2,2,3,-.74,-7.91,-1.53,27.43,28.43,0,60.5708955223881,2.98507462686567,28.8534194698151
