v1,v2,v3,v4,v5,Duration,AnswerChannel,ID,Name_Published,IP,Longitude,Latitude,Country,Province,City,Equipment,OS,Browser,ScreenResolution,v12,Pre_Prefence_Nuts,Group,X,Y3,Y2,Perceived_Valence_Comment,Brand_Attitude_Bandwagon,Post_Preference_Nuts,Y1,Recall_Product,Recall_Preference_Nuts,Recall_Influencer,W1,W2,W3,W4,Recall_Likeness_Influencer,Recall_Likeness_Nuts,Recall_Valence_Comment,Recall_Incentives,Gender,Age,Income,filter_$
K0ey98eQ,9LQlnrQ7,cdm****eoJ5R,2023-02-13 10:06:49,2023-02-13 10:11:55,306,1,i2AJfe,电商直播影响力研究,221.223.78.29,116.3460020,39.9081130,中国,北京市,市辖区,MOBILE,iOS,WeChat,414px*896px,进入直播室-E主播,5,5,3,5,5,2,5,4,2,3,5,5,6,89,85,89,2,5,3,5,2,4,3,1
VnePANMa,J7qK82ge,cdm****9ss6m,2023-02-13 16:50:55,2023-02-13 16:53:17,142,1,i2AJfe,电商直播影响力研究,121.233.213.108,119.4450750,32.4751950,中国,江苏省,扬州市,MOBILE,Android,WeChat,400px*889px,进入直播室-E主播,6,5,4,6,5,1,7,4,3,3,5,5,1,40,80,100,3,4,3,5,2,2,4,1
Wo7jJB7w,ve8m08zM,cdm****GDvBC,2023-02-14 12:08:17,2023-02-14 12:11:10,173,1,i2AJfe,电商直播影响力研究,222.135.108.95,122.0854211,37.5216531,中国,山东省,威海市,COMPUTER,Windows,Chrome,1920px*1080px,进入直播室-E主播,5,5,4,6,5,1,5,4,3,3,5,5,2,12,88,82,4,3,3,5,1,4,4,1
XRMWlE7z,me3bvgoL,cdm****KNb0p,2023-02-14 18:32:27,2023-02-14 18:36:33,246,1,i2AJfe,电商直播影响力研究,36.19.182.119,120.1291910,30.2322270,中国,浙江省,杭州市,MOBILE,iOS,WeChat,428px*926px,进入直播室-E主播,6,5,4,6,6,1,5,6,5,3,6,5,5,60,80,80,4,4,3,5,1,4,4,1
YKLOAxMk,4enbkXme,cdm****aliKg,2023-02-13 10:39:32,2023-02-13 10:42:48,196,1,i2AJfe,电商直播影响力研究,113.66.38.145,113.3893937,23.1565381,中国,广东省,广州市,COMPUTER,Windows,WeChat,1600px*900px,进入直播室-E主播,6,5,5,6,6,2,5,5,6,3,6,5,5,50,70,75,4,5,3,5,2,3,5,1
aBep8AeE,VMJjyW1M,cdm****z5rnE,2023-02-13 10:57:57,2023-02-13 11:03:57,360,1,i2AJfe,电商直播影响力研究,58.57.182.242,115.9798000,36.4625220,中国,山东省,聊城市,MOBILE,Android,Chrome,360px*800px,进入直播室-E主播,6,5,5,3,6,2,5,6,6,3,6,5,4,70,91,97,4,5,3,5,1,6,5,1
mWLGa0Mz,qM6ZAv8M,cdm****kqwYK,2023-02-13 15:39:19,2023-02-13 15:42:14,175,1,i2AJfe,电商直播影响力研究,123.120.99.237,116.3974589,39.9388838,中国,北京市,市辖区,COMPUTER,Windows,Chrome,1280px*720px,进入直播室-E主播,6,5,5,5,5,1,6,3,7,3,6,5,7,78,88,78,4,5,3,5,1,2,3,1
0ve8B07p,leNl2mJ7,cdm****8SbXy,2023-02-13 19:55:25,2023-02-13 20:01:11,346,1,i2AJfe,电商直播影响力研究,116.53.253.147,102.7141750,25.0417057,中国,云南省,昆明市,COMPUTER,Windows,Chrome,1366px*768px,进入直播室-E主播,6,5,5,7,6,1,7,6,5,3,6,5,6,69,74,95,5,3,3,5,1,4,4,1
o4enJ0e1,9LQlnZv7,cdm****cJjsU,2023-02-14 12:00:45,2023-02-14 12:03:10,145,1,i2AJfe,电商直播影响力研究,60.181.140.167,120.6837040,27.9911397,中国,浙江省,温州市,COMPUTER,Windows,Chrome,1920px*1080px,进入直播室-E主播,5,5,5,5,5,2,5,4,4,3,5,5,5,71,69,61,5,5,3,5,2,2,3,1
zJ7qw4e0,5M2ZxWlM,cdm****3Ki2Y,2023-02-13 10:17:11,2023-02-13 10:21:12,241,1,i2AJfe,电商直播影响力研究,115.156.140.97,114.3215364,30.5673932,中国,湖北省,武汉市,MOBILE,Android,Chrome,360px*780px,进入直播室-E主播,6,5,6,6,6,1,6,5,3,3,6,5,5,65,50,53,5,4,3,5,2,3,3,1
gBMDdKMd,aMgbmY5e,cdm****hPVNf,2023-02-13 16:51:24,2023-02-13 16:53:37,133,1,i2AJfe,电商直播影响力研究,218.26.159.71,112.5463272,37.8699291,中国,山西省,太原市,COMPUTER,Windows,WeChat,1536px*864px,进入直播室-E主播,6,5,6,6,6,1,6,5,4,3,5,5,6,50,40,30,6,4,3,5,1,2,2,1
a5Lm4D7W,oe4ZJ2a7,cdm****ZI56R,2023-02-14 19:37:22,2023-02-14 19:40:04,162,1,i2AJfe,电商直播影响力研究,111.226.212.136,116.8497491,38.3109803,中国,河北省,沧州市,COMPUTER,Windows,Chrome,1536px*864px,进入直播室-E主播,6,5,6,7,6,1,7,3,6,3,6,5,7,80,70,70,6,7,3,5,1,2,4,1
dqM63v7x,J7qK8kGe,cdm****6W26F,2023-02-13 06:54:57,2023-02-13 06:58:02,185,1,i2AJfe,电商直播影响力研究,36.61.42.206,117.2772718,31.8710932,中国,安徽省,合肥市,MOBILE,Android,WeChat,360px*800px,进入直播室-E主播,6,5,7,6,6,3,5,5,6,3,6,5,6,82,83,80,6,6,2,5,1,2,5,1
wWMRADe9,oe4ZJD67,cdm****lJDUf,2023-02-13 10:24:56,2023-02-13 10:28:06,190,1,i2AJfe,电商直播影响力研究,221.222.21.63,116.3974589,39.9388838,中国,北京市,市辖区,COMPUTER,Windows,Chrome,1536px*864px,进入直播室-E主播,7,5,7,7,7,1,3,7,7,3,7,5,7,100,92,88,7,7,3,5,2,4,7,1
JyevKQM9,veE2X9AM,cdm****17GOz,2023-02-14 18:21:07,2023-02-14 18:23:09,122,1,i2AJfe,电商直播影响力研究,182.118.238.3,112.4481583,34.6557516,中国,河南省,洛阳市,MOBILE,Android,WeChat,401px*889px,进入直播室-E主播,3,5,7,2,2,1,7,2,2,3,3,5,7,100,51,51,7,2,3,5,1,2,5,1
D37KBPME,0eyKjn87,cdm****ChBLz,2023-02-14 19:01:02,2023-02-14 19:04:42,220,1,i2AJfe,电商直播影响力研究,106.45.187.17,107.3670550,37.7950420,中国,宁夏回族自治区,吴忠市,MOBILE,Android,WeChat,400px*889px,进入直播室-E主播,6,5,7,6,6,3,6,6,5,3,6,5,6,93,88,81,6,4,3,5,2,4,5,1
